0 3.4669077555080112
1 3.0754831868788557
2 2.8603835109924978
3 2.7756481794917263
4 2.6819514147298826
5 2.8665639414474153
6 2.654529214936907
7 3.5387573143257134
8 2.994136058532617
9 2.6765574815252045
10 2.6891015285323188
11 3.303387243124827
12 2.724224358528203
13 2.623123080661301
14 3.6048004021281472
15 2.7324637770488005
16 2.6091994742063416
17 3.317858648257675
18 3.0530790891189117
19 3.7163453431471556
20 3.217725463451013
21 2.847766825836439
22 2.822415620140596
23 2.607882753475363
24 2.609257729491175
25 3.3391487731430525
26 5.0713513899989415
27 3.284223779262435
28 7.259720478794305
29 3.259652741516589
30 2.8395394263265197
31 5.628968896292058
32 2.7395375373651447
33 2.9944024544856904
34 2.825439997675639
35 2.7002701518695003
36 2.869668861096975
37 2.5691061394076877
38 6.459720587277011
39 2.686759584265123
40 2.53046740663568
41 2.830060898547234
42 2.5416910815544176
43 5.711485214515039
44 2.834166422446035
45 2.5594883758890314
46 2.7660362592319268
47 3.4381885324022115
48 3.2636630338226227
49 2.921821406643549
50 5.904270581108393
51 2.676899540641651
52 3.4876356268127227
53 3.3566004667290725
54 2.6579306455265916
55 2.681668742476076
56 4.858977693655126
57 2.547995615993615
58 3.0669189079438666
59 3.6055801612688834
60 2.524349732672036
61 3.1759764387065976
62 2.9871906676607063
63 2.5784979866587636
64 2.7849814397243433
65 2.708875023437019
66 2.706676483784217
67 2.9276881033104107
68 2.619151454036457
69 3.1084869008965077
70 3.1208863674866403
71 3.2328668949808907
72 2.9614928597536356
73 3.051414593540427
74 2.6562120531997655
75 3.2855643130060246
76 2.664660060807761
77 2.66615475864896
78 3.287457995779687
79 2.6947881770418918
80 3.4026588241641633
81 2.734212027134073
82 2.6281850539986067
83 3.3647503162765453
84 2.613705954614058
85 5.262013735521986
86 2.635914772765393
87 3.4149521889163683
88 2.5957019204263405
89 2.571757528837637
90 2.758813663037639
91 2.9764423260455475
92 3.2668766279407673
93 3.6416319221264875
94 3.6810483304311243
95 2.8134124166273624
96 3.420993698493316
97 3.473822510444251
98 3.2537965059217777
99 3.1994815110216206
100 2.645095480253639
